,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Topic_Probabilities,Topic,Representative_Docs
1060,928,Religion,Multiple,Never really see Hinduism and Buddhism ppl on those list....,0,"['never', 'really', 'see', 'hinduism', 'buddhism', 'ppl', 'list']","[9, 0.2690890976889247]","['buddhism', 'buddhist', 'buddhists', 'buddha', 'really', 'religion', 'hinduism', 'donated', 'monks', 'new']","['buddhism real religion', 'buddhism really religion', 'theravada buddhism supposed main buddhism buddhist hymns buddhist choirs']"
1061,929,Religion,Islam,Unfortunately the moderate Muslim and the world need kafir to prevent this country from becoming full blown islamphobia country.,0,"['unfortunately', 'moderate', 'muslim', 'world', 'need', 'kafir', 'prevent', 'country', 'becoming', 'full', 'blown', 'islamphobia', 'country']","[16, 0.8261283441063191]","['kafir', 'kafirs', 'best', 'muslim', 'eventually', 'kaffir', 'save', 'killed', 'worst', 'person']","['best kafirs killed', 'bad muslim eventually enter paradise cleansed sins kafir remain jahanam eternity', 'bad muslim better best kafir']"
1062,929,Religion,Islam,The moderate Muslim too timid to handle it.,0,"['moderate', 'muslim', 'timid', 'handle']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1063,930,Race,Foreigner,"Judging from their names, I think arab, bro.",0,"['judging', 'names', 'think', 'arab', 'bro']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1064,931,Race,Foreigner,got ppl condemn these banglas etc having fun at KlCC,0,"['got', 'ppl', 'condemn', 'banglas', 'fun', 'klcc']","[19, 0.7771225917370796]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1065,932,Race,Foreigner,"Dude, if we don't have bangla here, who will do the 3D jobs?",0,"['dude', 'lack', 'bangla', 'jobs']","[19, 1.0]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1066,932,Race,Foreigner,"All those construction, etc?",0,['construction'],"[3, 0.8188591465435061]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1067,932,Race,Foreigner,Wanna rely on own ppl?,0,"['wan', 'rely', 'ppl']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1068,932,Race,Foreigner,Kek .,0,['kek'],"[13, 1.0]","['babi', 'parameswara', 'kering', 'pundek', 'word', 'diamlah', 'money', 'use', 'food', 'diam']","['babi haram religion', 'babi offensive word', 'use babi money buy food equaly feeding nonhalal food']"
1069,932,Race,Foreigner,Kids these days who want to do those 3D jobs?,0,"['kids', 'days', 'want', 'jobs']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1070,933,Race,Foreigner,I'd take bangla dancing for tiktok or for their family back home rather than some local playing rempit any day.,0,"['take', 'bangla', 'dancing', 'tiktok', 'family', 'back', 'home', 'rather', 'local', 'playing', 'rempit', 'day']","[19, 1.0]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1071,934,Race,Malaysian,Local busy vroom vroom.,1,"['local', 'busy', 'vroom', 'vroom']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1072,934,Race,Malaysian,So many Akmal.,1,"['many', 'akmal']","[3, 0.9056841884513462]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1073,935,Race,Foreigner,Bangladesh are here because many bosses want to change car and travel oversea every year.,0,"['bangladesh', 'many', 'bosses', 'want', 'change', 'car', 'travel', 'oversea', 'every', 'year']","[2, 0.48158660307058826]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
1074,937,Race,Foreigner,stop importing foreign worker and the salary will auto adjust when no one want to do it,0,"['stop', 'importing', 'foreign', 'worker', 'salary', 'auto', 'adjust', 'one', 'want']","[12, 0.7065918743173937]","['country', 'foreign', 'land', 'british', 'locals', 'workers', 'foreigners', 'want', 'continue', 'historian']","['locals want job think need foreign workers first place', 'since gained independence british continue serve country way', 'since gained independence british continue serve country way']"
1075,938,Race,Foreigner,What's wrong with bangla at klcc?,0,"['wrong', 'bangla', 'klcc']","[19, 1.0]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1076,939,Race,Foreigner,Its human nature to always favor your own citizens over foreigners.,1,"['human', 'nature', 'favor', 'citizens', 'foreigners']","[12, 1.0]","['country', 'foreign', 'land', 'british', 'locals', 'workers', 'foreigners', 'want', 'continue', 'historian']","['locals want job think need foreign workers first place', 'since gained independence british continue serve country way', 'since gained independence british continue serve country way']"
1077,939,Race,Foreigner,"All policies , all regulations must always favor citizens over non-citizens",1,"['policies', 'regulations', 'must', 'favor', 'citizens', 'noncitizens']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1078,940,Race,Foreigner,"They have rights too, but they should also learn not to cross roads when the lights are green",0,"['rights', 'learn', 'cross', 'roads', 'lights', 'green']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1079,942,Race,Foreigner,"The thing about foreigner especially Bangladesh is that their personal hygiene is questionable, if you've walked past one you'd have noticed their body odor is very strong.",1,"['thing', 'foreigner', 'especially', 'bangladesh', 'personal', 'hygiene', 'questionable', 'walked', 'past', 'one', 'noticed', 'body', 'odor', 'strong']","[7, 0.23000932028417512]","['indians', 'indian', 'pajeets', 'smell', 'pajeet', 'fuck', 'india', 'like', 'especially', 'foreigner']","['like indians', 'indians', 'indians']"
1080,943,Race,Malaysian,rn it's true 'no local want to take 3D job' but why?,0,"['rn', 'true', 'national', 'want', 'take', 'job']","[12, 0.7152907901146757]","['country', 'foreign', 'land', 'british', 'locals', 'workers', 'foreigners', 'want', 'continue', 'historian']","['locals want job think need foreign workers first place', 'since gained independence british continue serve country way', 'since gained independence british continue serve country way']"
1081,943,Race,Malaysian,"bcos pay so shitty that do grab got better pay, if better pay i bet a lot will take the job",0,"['bcos', 'pay', 'shitty', 'grab', 'got', 'better', 'pay', 'better', 'pay', 'bet', 'lot', 'take', 'job']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1082,944,Race,Foreigner,Bangla here to work and earn money.,0,"['bangla', 'work', 'earn', 'money']","[19, 0.5984383996565292]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1083,944,Race,Foreigner,They are hardworking.,0,['hardworking'],"[3, 0.9618806813994474]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1084,945,Race,Foreigner,"Few years down the road, some of these Bangla will likely run their own business inside KLCC",0,"['years', 'road', 'bangla', 'likely', 'run', 'business', 'inside', 'klcc']","[19, 1.0]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1085,946,Race,Malaysian,bangla of singapore,0,"['bangla', 'singapore']","[19, 1.0]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1086,947,Race,Malaysian,In the end Malaysians become Singapore dog.,1,"['end', 'malaysians', 'become', 'singapore', 'dog']","[2, 0.8740966549567207]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
1087,947,Race,Malaysian,How time has changed,1,"['time', 'changed']","[3, 1.0]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1088,948,Race,Foreigner,Here our rohingya breed until no tomorrow,1,"['rohingya', 'breed', 'tomorrow']","[19, 0.5266431318684525]","['bangla', 'klcc', 'rohingya', 'jobs', 'years', 'authentic', 'fellas', 'decision', 'banglas', 'whiten']","['years road bangla likely run business inside klcc', 'wrong bangla klcc', 'klcc bangla country']"
1089,949,Race,Foreigner,Else all the low wage pagpag keep breeding.,1,"['else', 'low', 'wage', 'pagpag', 'keep', 'breeding']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1090,949,Race,Foreigner,Nanti street filled with rubbish,1,"['nanti', 'street', 'filled', 'rubbish']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
