,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
833,833,756,Gender,Male,I am tired of getting rejected by man.,0,"['tired', 'reject', 'man']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
834,834,757,Gender,Female,Only men can truly love.,1,"['man', 'truly', 'love']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
835,835,757,Gender,Female,"Women can't, they are all soulless demons, their ""love"" is always conditional (money, status, looks, etc).",1,"['woman', 'soulless', 'demon', 'love', 'always', 'conditional', 'money', 'status', 'look']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
836,836,759,Gender,Female,Tired of seeing women on the streets.,1,"['tired', 'see', 'woman', 'street']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
837,837,759,Gender,Female,Time to kidnap a woman and forcibly marry and sex her.,1,"['kidnap', 'woman', 'forcibly', 'marry', 'sex']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
838,838,760,Gender,Female,I want to sex trafficking woman so bad.,1,"['want', 'sex', 'traffic', 'woman', 'bad']","[566, 1306, 191, 206, 693, 712, 1483, 190, 1149, 707]"
839,839,761,Gender,Female,Women are our food.,1,"['woman', 'food']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
840,840,761,Gender,Female,Women are our property.,1,"['woman', 'property']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
841,841,763,Gender,Female,"They exist for our pleasure, to further our quality of life.",1,"['exist', 'pleasure', 'quality', 'life']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
842,842,764,Gender,Female,I want all females to be enslaved to my will.,1,"['want', 'female', 'enslave']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
843,843,765,Race,Indian,They should be wearing traditional hand made cotton sarees rather than those shitty western clothes,1,"['wear', 'traditional', 'hand', 'make', 'cotton', 'spree', 'rather', 'western', 'clothe']","[1645, 229, 1583, 19, 913, 33, 14, 45, 44, 222]"
844,844,766,Race,Foreigner,Western clothes should be illegal in non-western countries.,1,"['western', 'clothe', 'illegal', 'nonwestern', 'country']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
845,845,767,Gender,Female,we are animals in clothes and other animals are known to rape so is it natural then,1,"['animal', 'clothe', 'animal', 'know', 'rape', 'natural']","[29, 935, 30, 1550, 369, 1775, 806, 418, 852, 125]"
846,846,768,Race,Indian,The average indian looks like an inbred bonobo.,1,"['indian', 'look', 'inure', 'booby']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
847,847,769,Gender,Male,These males should be put on the sex offender registry for life for any hate speech uttered on the internet-- these people do not deserve a chance in life.,1,"['male', 'put', 'sex', 'offender', 'registry', 'life', 'hate', 'speech', 'utter', 'internet', 'people', 'deserve', 'chance', 'life']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
848,848,770,Gender,Male,Hopefully when they are put on a list they will just fucking kill themselves,1,"['hopefully', 'put', 'list', 'fucking', 'kill']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
849,849,772,Gender,Male,Every 15 yo male shorter than 5'11 should be castrated and put in special schools tbh,1,"['male', 'short', 'castrate', 'put', 'special', 'school', 'th']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
850,850,773,Gender,Female,women can only be interested in men if they are conventionally attractive,0,"['woman', 'interested', 'man', 'conventional', 'attractive']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
851,851,774,Gender,Female,you cant be a fan of this thing i like because you're a woman,1,"['fan', 'thing', 'woman']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
852,852,775,Gender,Female,Delusional female echo chamber.,0,"['delusional', 'female', 'echo']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
853,853,776,Gender,Female,Every day I hate women more.,1,"['day', 'hate', 'woman']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
854,854,777,Religion,Multiple,I been to places of worship for Hinduism and Buddhism,0,"['place', 'worship', 'hinduism', 'buddhist']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
855,855,778,Race,Multiple,"We found tens of thousands of artefacts here from China, India and Arabia.",0,"['find', 'ten', 'thousand', 'artefact']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
856,856,778,Race,Multiple,It shows that trading occurred,0,"['show', 'trading', 'occur']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
857,857,779,Religion,Islam,"Sadly this is the truth, if it is found as an early islamic center i believe already turn into a tourist spot.",0,"['badly', 'truth', 'find', 'early', 'islamic', 'center', 'believe', 'already', 'turn', 'tourist', 'spot']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
858,858,779,Religion,Islam,We all knew that by history Hinduism & buddism reach here way early before Islam.,0,"['know', 'history', 'hinduism', 'bud', 'reach', 'way', 'early', 'slam']","[659, 250, 1634, 603, 1307, 86, 606, 335, 1573, 231]"
859,859,780,Race,Malay,Malay history did not start from Kesultanan Melaka only,0,"['history', 'start']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
860,860,781,Race,Multiple,non as always being professional victim,1,"['non', 'always', 'professional', 'victim']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
861,861,782,Race,Malay,"tell these locals to just mind their own business and work hard to earn a living la, these sites are no longer used for hindiusm and bhudist rites anymore.",0,"['tell', 'local', 'mind', 'business', 'work', 'hard', 'earn', 'live', 'site', 'long', 'use', 'hindiusm', 'bhudist', 'rate', 'anymore']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
862,862,782,Race,Malay,If there were tourists coming would these locals complain if there was income coming in,0,"['tourist', 'come', 'local', 'complain', 'income', 'come']","[73, 341, 1479, 935, 39, 377, 240, 1202, 84, 902]"
863,863,783,Race,Malay,Our government won't promote Malay history or culture if it's not related to Islam.,0,"['government', 'promote', 'malay', 'history', 'culture', 'relate', 'slam']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
864,864,784,Race,Malay,Is he a Malay?,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
865,865,785,Religion,Multiple,Malaysia government really is treating its non-Muslim history like trash.,0,"['government', 'really', 'treat', 'nonslim', 'history', 'trash']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
866,866,787,Religion,Buddhism,It's good that these buddha statues are destroyed.,1,"['good', 'buddha', 'statue', 'destroy']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
867,867,788,Religion,Islam,They scare suddenly the whole place will not longer be Islam anymore,0,"['scare', 'suddenly', 'whole', 'place', 'long', 'slam', 'anymore']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
868,868,789,Religion,Buddhism,"Like Taliban blowing up their Buddhist statues, what's the fuss?",1,"['blow', 'buddhist', 'statue', 'fuss']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
869,869,790,Religion,Multiple,Here we ban anything non-Islamic.,0,"['ban', 'nonislamic']","[1645, 229, 1583, 19, 913, 33, 14, 45, 44, 222]"
870,870,790,Religion,Multiple,"Look at what happened to Wayang Kulit, Makyong, etc.",0,"['take', 'happen', 'say', 'build', 'makyong']","[794, 604, 130, 660, 1673, 425, 695, 73, 50, 45]"
871,871,790,Religion,Multiple,?,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
872,872,791,Religion,Hinduism,They are Malay culture but heavily influenced by Hinduism.,0,"['malay', 'culture', 'heavily', 'influence', 'hinduism']","[1285, 1120, 9, 1999, 1194, 214, 125, 215, 157, 161]"
873,873,792,Religion,Multiple,Whole of Malaysia was Hindu Buddhist until Parameswara's son or some say Parameswara himself masuk Islam.,0,"['whole', 'hindu', 'buddhist', 'son', 'say']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
874,874,794,Religion,Christianity,Who are these international experts??,1,"['international', 'expert']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
875,875,794,Religion,Christianity,It is all Christian agenda!!!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
876,876,794,Religion,Christianity,!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
877,877,795,Religion,Hinduism,kesultanan melaka also started by parameswara.,0,"['also', 'start', 'parameswara']","[292, 24, 35, 78, 530, 383, 173, 935, 381, 379]"
878,878,795,Religion,Hinduism,do parameswara sound arabic to you?,0,"['sound', 'arabic']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
879,879,795,Religion,Hinduism,parameswara bin abdullah?,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
880,880,795,Religion,Hinduism,he is hindu,0,['hindu'],"[795, 511, 882, 242, 1184, 39, 1764, 711, 125, 2016]"
881,881,796,Religion,Islam,"Islamic site, confirm promote.",0,"['islamic', 'site', 'confirm', 'promote']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
882,882,796,Religion,Islam,"Other religion site, krik.. krik.. krik...",0,"['religion', 'site']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
883,883,797,Gender,Male,There Are Too Many Men In My Neighborhood,1,['man'],"[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
884,884,798,Gender,Male,"I'm scared to run in the mornings because they roam at all hours of the day yelling, screaming, etc",1,"['scared', 'run', 'morning', 'hour', 'day', 'yell', 'scream']","[1049, 1158, 1875, 1376, 1582, 203, 757, 123, 706, 300]"
885,885,799,Gender,Male,"I understand that men exist everywhere and I can't control where they are, but for fucks sake I want peace!",1,"['understand', 'man', 'exist', 'everywhere', 'control', 'suck', 'sake', 'want', 'peace']","[67, 267, 13, 23, 110, 407, 405, 408, 406, 993]"
886,886,800,Gender,Male,men like to harass women as a game.,1,"['man', 'grass', 'woman', 'game']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
887,887,800,Gender,Male,It's a way they bond.,1,"['way', 'bond']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
888,888,800,Gender,Male,They see it as harmless greetings and trying to make conversation.,1,"['see', 'harmless', 'greeting', 'make', 'conversation']","[50, 83, 661, 588, 5, 24, 1935, 2074, 1279, 1182]"
889,889,800,Gender,Male,They don't pay attention at all to the fact that they are making you feel uncomfortable.,1,"['pay', 'attention', 'fact', 'make', 'feel', 'uncomfortable']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
890,890,801,Race,Indian,are these indians?,0,['indian'],"[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
891,891,801,Race,Indian,they always stand around in hordes,0,"['always', 'stand', 'horde']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
892,892,802,Gender,Male,This girl is offended as men don't treat her free meal in Michelin restaurant,0,"['girl', 'offend', 'man', 'treat', 'free', 'meal', 'michelin', 'restaurant']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
893,893,803,Race,Foreigner,I don't actually care about you in whatever 3rd world shithole you live in.,1,"['actually', 'care', 'live']","[902, 73, 581, 53, 1248, 815, 167, 1421, 123, 32]"
894,894,804,Gender,Female,Strangle them all,1,['strangle'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
895,895,805,Race,Chinese,Chinese is all fake as fuck,1,"['chinese', 'face', 'fuck']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
896,896,806,Race,Malaysian,I believe in middle path.,0,"['believe', 'middle', 'path']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
897,897,806,Race,Malaysian,All malysian should exercise middle path regardless religion for long lasting peace and harmony,0,"['malysian', 'exercise', 'middle', 'path', 'regardless', 'religion', 'long', 'last', 'peace', 'harmony']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
898,898,807,Religion,Buddhism,Buddhism is the middle path,0,"['buddhist', 'middle', 'path']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
899,899,808,Religion,Buddhism,Good Buddhist means do good and normally Buddhism not related to any god.,0,"['good', 'buddhist', 'mean', 'good', 'normally', 'buddhist', 'relate']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
900,900,808,Religion,Buddhism,This is because Buddhism is actually really way of life.,0,"['buddhist', 'actually', 'really', 'way', 'life']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
901,901,808,Religion,Buddhism,Not religion.,0,['religion'],"[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
902,902,808,Religion,Buddhism,But it can become religion if you dig too deep.,0,"['become', 'religion', 'dig', 'deep']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
903,903,809,Religion,Buddhism,don't do any digging in Buddhism.,1,"['dig', 'buddhist']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
904,904,810,Race,Malaysian,"Malaysians drivers: who follow law , who bodoh",0,"['malaysian', 'driver', 'follow', 'law']","[794, 604, 130, 660, 1673, 425, 695, 73, 50, 45]"
905,905,811,Religion,Buddhism,in my opinion that's very conservative.,0,"['opinion', 'conservative']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
906,906,811,Religion,Buddhism,Not even middle path,0,"['even', 'middle', 'path']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
907,907,813,Religion,Islam,God's will most important,0,['important'],"[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
908,908,814,Religion,Multiple,this is a serious impact on national education policy punishes Non-Muslims for just existing with non-Muslim economic activities,0,"['serious', 'impact', 'national', 'education', 'policy', 'punish', 'onmuslim', 'exist', 'nonslim', 'economic', 'activity']","[11, 832, 65, 860, 1607, 103, 110, 69, 66, 790]"
909,909,815,Religion,Islam,"Sejarah is a subject for all citizens, and they can make logic that the majority needs to learn Islamic values and history (although that logic might be flawed) since the majority practices Islam.",0,"['subject', 'citizen', 'make', 'logic', 'majority', 'need', 'learn', 'islamic', 'value', 'history', 'logic', 'flow', 'majority', 'practice', 'slam']","[321, 285, 1219, 1409, 1609, 1648, 1410, 75, 194, 975]"
910,910,816,Religion,Multiple,"Moral Education is a subject taken exclusively by non-Muslims, mandatory for non-Muslims.",0,"['moral', 'education', 'subject', 'take', 'exclusively', 'nonmuslim', 'mandatory', 'nonmuslim']","[109, 654, 1275, 858, 1465, 640, 735, 1236, 447, 1352]"
911,911,816,Religion,Multiple,"Now where's the logic in their defense for vilifying normal non-Muslim acts as ""morally questionable"" to be a moral dilemma in a national textbook?",0,"['defense', 'verify', 'normal', 'nonslim', 'act', 'morally', 'questionable', 'moral', 'dilemma', 'national', 'textbook']","[11, 832, 65, 860, 1607, 103, 110, 69, 66, 790]"
912,912,818,Religion,Buddhism,"Buddhist temples only exist becos rich businessmen donated money to ""balance up"" their bad karma which they do all the time.",1,"['buddhist', 'temple', 'exist', 'become', 'rich', 'businessman', 'donate', 'money', 'balance', 'bad', 'parma', 'time']","[278, 471, 339, 1519, 221, 219, 212, 101, 472, 218]"
913,913,819,Religion,Buddhism,"Technically most Malaysian Chinese practice Taoism, but Taoism entered the populace vocabulary later than Buddhism.",0,"['technically', 'malaysian', 'chinese', 'practice', 'racism', 'racism', 'enter', 'populace', 'vocabulary', 'later', 'buddhist']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
914,914,819,Religion,Buddhism,"So in the world today, we see different types (or in other vocab, sects) of Buddhism.",0,"['world', 'today', 'see', 'different', 'type', 'vocal', 'sect', 'buddhist']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
915,915,822,Religion,Islam,Pendidikan Moral become Pendidikan Agama,0,"['pendidikan', 'moral', 'become', 'game']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
916,916,823,Race,Malay,bifoti education.,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
917,917,823,Race,Malay,Taught by bifoti guided by bifoti too.,1,['catch'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
918,918,825,Race,Foreigner,concerts by foreign artistes are automatically hedonistic,1,"['concert', 'foreign', 'artist', 'automatically', 'hedonistic']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
919,919,826,Race,Foreigner,Is it true tho concerts by foreign artistes are automatically hedonistic?,0,"['true', 'concert', 'foreign', 'artist', 'automatically', 'hedonistic']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
920,920,828,Religion,Islam,Can someone explain why concerts are prohibited in Islam?,0,"['explain', 'concert', 'prohibit', 'slam']","[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
921,921,830,Race,Malay,"it was like their thoughts, that we run the business like they run the country.",0,"['thought', 'run', 'business', 'run', 'country']","[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
922,922,830,Race,Malay,"No planning, no thinking.",0,"['planning', 'forget']","[902, 73, 581, 53, 1248, 815, 167, 1421, 123, 32]"
923,923,830,Race,Malay,"Tomorrow problems are tomorrow's, even today's problem is tomorrow's.� culture",0,"['tomorrow', 'problem', 'tomorrow', 'even', 'today', 'problem', 'culture']","[659, 250, 1634, 603, 1307, 86, 606, 335, 1573, 231]"
